complaint,category
"मैं रिपोर्ट करना चाहता हूं कि मुझे एक अज्ञात फोन नंबर के जरिए ऑनलाइन परेशान किया जा रहा है। एक अज्ञात उपयोगकर्ता इस महीने की 3 तारीख से मुझे अपमानजनक और धमकी भरे संदेश भेज रहा है। उन्होंने मेरी सहमति के बिना मेरी तस्वीरों का उपयोग करके एक फर्जी प्रोफ़ाइल भी बनाई है। यह व्यक्ति मेरे दोस्तों और रिश्तेदारों को मेरे बारे में आपत्तिजनक सामग्री वाले संदेश भेज रहा है। मैंने खाते को ब्लॉक करने का प्रयास किया है, लेकिन नए नकली खाते सामने आते रहते हैं। इस ऑनलाइन उत्पीड़न के कारण मुझे बहुत तनाव और शर्मिंदगी उठानी पड़ रही है। मैं साइबर क्राइम सेल से अनुरोध करता हूं कि खाते का पता लगाया जाए और सख्त कार्रवाई की जाए। मैं उत्पीड़न के सबूत के रूप में स्क्रीनशॉट और चैट इतिहास साझा कर सकता हूं।",साइबर उत्पीड़न
"मैं रिपोर्ट करना चाहता हूं कि मुझे चिंचवड़ में लड़कों के एक समूह से गंभीर धमकियां मिली हैं। 2 अगस्त से यह व्यक्ति मुझे और मेरे परिवार को नुकसान पहुंचाने की धमकी दे रहा है। अगर मैंने उनकी मांगें नहीं मानी तो उन्होंने मुझे गंभीर परिणाम भुगतने की चेतावनी दी है। धमकियाँ व्यक्तिगत रूप से और फोन कॉल दोनों पर दी गई हैं। मैं इन धमकियों के कारण अपने परिवार की सुरक्षा को लेकर बेहद चिंतित हूं।' मैंने उनकी किसी भी मांग का जवाब नहीं दिया, जिससे उनका गुस्सा और बढ़ गया है.' मैं पुलिस सुरक्षा और मुझे धमकी देने वाले व्यक्ति के खिलाफ तत्काल कार्रवाई का अनुरोध करता हूं। मैं इस शिकायत के समर्थन में कॉल रिकॉर्डिंग और गवाह विवरण प्रदान कर सकता हूं।",धमकी
"मैं रिपोर्ट करना चाहती हूं कि मुझे टेलीग्राम के जरिए ऑनलाइन परेशान किया जा रहा है। एक अज्ञात यूजर पिछले महीने की 10 तारीख से मुझे अपमानजनक और धमकी भरे संदेश भेज रहा है। उन्होंने मेरी सहमति के बिना मेरी तस्वीरों का उपयोग करके एक फर्जी प्रोफ़ाइल भी बनाई है। यह व्यक्ति मेरे दोस्तों और रिश्तेदारों को मेरे बारे में आपत्तिजनक सामग्री वाले संदेश भेज रहा है। मैंने खाते को ब्लॉक करने का प्रयास किया है, लेकिन नए नकली खाते सामने आते रहते हैं। इस ऑनलाइन उत्पीड़न के कारण मुझे बहुत तनाव और शर्मिंदगी उठानी पड़ रही है। मैं साइबर क्राइम सेल से अनुरोध करता हूं कि खाते का पता लगाया जाए और सख्त कार्रवाई की जाए। मैं उत्पीड़न के सबूत के रूप में स्क्रीनशॉट और चैट इतिहास साझा कर सकता हूं।",साइबर उत्पीड़न
"मैं पिंपरी बस स्टॉप के पास हुई एक छेड़छाड़ की घटना की रिपोर्ट कर रहा हूं। आज सुबह-सुबह, बस स्टॉप पर एक आदमी ने मुझे छेड़ना शुरू कर दिया और भद्दी टिप्पणियाँ करने लगा। उन्होंने मेरी अनुमति के बिना मेरी तस्वीरें खींचने की भी कोशिश की. मैंने उनका विरोध किया, लेकिन उन्होंने इसे हंसी में उड़ा दिया और अपना व्यवहार जारी रखा। यह पहली बार नहीं है जब इस स्थान पर ऐसी घटनाएं हुई हैं। इसी ग्रुप के बारे में कई अन्य लड़कियों ने अनौपचारिक रूप से शिकायत की है. मैं महिलाओं की सुरक्षा सुनिश्चित करने के लिए सख्त कार्रवाई और नियमित पुलिस उपस्थिति का अनुरोध करता हूं। यदि व्यक्तियों का पता लगाया जाता है तो मैं पहचान में सहायता करने को तैयार हूं।",ईव टीज़िंग
मुझे और मेरे परिवार को विले पार्ले में रहने वाले मेरे जीजा द्वारा परेशान किया जा रहा है। इस महीने की 3 तारीख से उत्पीड़न जारी है। जब भी वे मुझे देखते हैं तो भद्दे कमेंट करते हैं और परेशानी पैदा करने की कोशिश करते हैं। कल रात करीब 9 बजे स्थिति तब और खराब हो गई जब वे मुझसे सीधे भिड़ गए। इस लगातार उत्पीड़न के कारण मैं काम पर जाने में असुरक्षित महसूस करती हूं। मेरे परिवार के सदस्यों ने भी कई मौकों पर इस व्यवहार को देखा है। मैं तत्काल हस्तक्षेप का अनुरोध करता हूं ताकि यह उत्पीड़न स्थायी रूप से बंद हो जाए। कृपया मेरी शिकायत दर्ज कर आवश्यक कानूनी कार्रवाई करें।,उत्पीड़न
"मैं नागपुर शहर में अपने कार्यस्थल पर एक वरिष्ठ द्वारा लगातार किए जा रहे उत्पीड़न की रिपोर्ट करना चाहती हूं। यह पिछले दो सप्ताह से शुरू हुआ और तब से बंद नहीं हुआ है. मेरे कार्यस्थल पर एक वरिष्ठ दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करता रहता है। आज सुबह-सुबह मेरे घर के पास इस शख्स ने फिर मेरे साथ बदसलूकी की. मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न
"मैं रिपोर्ट करना चाहती हूं कि मुझे स्नैपचैट के जरिए ऑनलाइन परेशान किया जा रहा है। एक अज्ञात उपयोगकर्ता पिछले शुक्रवार से मुझे अपमानजनक और धमकी भरे संदेश भेज रहा है। उन्होंने मेरी सहमति के बिना मेरी तस्वीरों का उपयोग करके एक फर्जी प्रोफ़ाइल भी बनाई है। यह व्यक्ति मेरे दोस्तों और रिश्तेदारों को मेरे बारे में आपत्तिजनक सामग्री वाले संदेश भेज रहा है। मैंने खाते को ब्लॉक करने का प्रयास किया है, लेकिन नए नकली खाते सामने आते रहते हैं। इस ऑनलाइन उत्पीड़न के कारण मुझे बहुत तनाव और शर्मिंदगी उठानी पड़ रही है। मैं साइबर क्राइम सेल से अनुरोध करता हूं कि खाते का पता लगाया जाए और सख्त कार्रवाई की जाए। मैं उत्पीड़न के सबूत के रूप में स्क्रीनशॉट और चैट इतिहास साझा कर सकता हूं।",साइबर उत्पीड़न
"मैं वाकड में सड़कों की स्थिति के संबंध में सार्वजनिक सुरक्षा चिंता उठाना चाहता हूं। मुख्य सड़क के पास एक खुला मैनहोल है जिसे 2 अगस्त से खुला रखा गया है। इस स्थान पर पहले भी कई दोपहिया वाहन चालक छोटी-मोटी दुर्घटना का शिकार हो चुके हैं। खतरनाक क्षेत्र के आसपास कोई चेतावनी संकेत या बैरिकेड्स नहीं लगाए गए हैं। रात के समय खराब स्ट्रीट लाइट के कारण हादसों का खतरा और भी बढ़ जाता है। स्थानीय निवासी पहले भी यह मुद्दा उठा चुके हैं, लेकिन कोई कार्रवाई नहीं हुई। मैं संबंधित अधिकारियों से मैनहोल की मरम्मत करने और उचित रोशनी सुनिश्चित करने का अनुरोध करता हूं। यह एक गंभीर सार्वजनिक सुरक्षा ख़तरा है जिस पर तत्काल ध्यान देने की आवश्यकता है।",सार्वजनिक सुरक्षा
"मैं नागपुर शहर में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं जिससे सुरक्षा संबंधी समस्याएं पैदा हो रही हैं। यह समस्या कुछ दिनों से बिना किसी मरम्मत कार्य के बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा
हडपसर में रहने वाले लड़कों के एक समूह द्वारा मुझे और मेरे परिवार को परेशान किया जा रहा है। इस महीने की 3 तारीख से उत्पीड़न जारी है। जब भी वे मुझे देखते हैं तो भद्दे कमेंट करते हैं और परेशानी पैदा करने की कोशिश करते हैं। कल शाम को स्थिति तब और खराब हो गई जब वे सीधे मुझसे भिड़ गए। इस लगातार उत्पीड़न के कारण मैं काम पर जाने में असुरक्षित महसूस करती हूं। मेरे परिवार के सदस्यों ने भी कई मौकों पर इस व्यवहार को देखा है। मैं तत्काल हस्तक्षेप का अनुरोध करता हूं ताकि यह उत्पीड़न स्थायी रूप से बंद हो जाए। कृपया मेरी शिकायत दर्ज कर आवश्यक कानूनी कार्रवाई करें।,उत्पीड़न
"मैं रिपोर्ट करना चाहता हूं कि मुझे एक अज्ञात फोन नंबर के जरिए ऑनलाइन परेशान किया जा रहा है। एक अज्ञात यूजर 2 अगस्त से मुझे अपमानजनक और धमकी भरे संदेश भेज रहा है। उन्होंने मेरी सहमति के बिना मेरी तस्वीरों का उपयोग करके एक फर्जी प्रोफ़ाइल भी बनाई है। यह व्यक्ति मेरे दोस्तों और रिश्तेदारों को मेरे बारे में आपत्तिजनक सामग्री वाले संदेश भेज रहा है। मैंने खाते को ब्लॉक करने का प्रयास किया है, लेकिन नए नकली खाते सामने आते रहते हैं। इस ऑनलाइन उत्पीड़न के कारण मुझे बहुत तनाव और शर्मिंदगी उठानी पड़ रही है। मैं साइबर क्राइम सेल से अनुरोध करता हूं कि खाते का पता लगाया जाए और सख्त कार्रवाई की जाए। मैं उत्पीड़न के सबूत के रूप में स्क्रीनशॉट और चैट इतिहास साझा कर सकता हूं।",साइबर उत्पीड़न
मैं घर में लगातार घरेलू दुर्व्यवहार के लिए अपने ससुराल वालों के खिलाफ यह शिकायत दर्ज करा रही हूं। चूंकि पिछले एक महीने से मेरे साथ मारपीट और उत्पीड़न किया जा रहा है। मुझे बुनियादी ज़रूरतों से भी वंचित कर दिया जाता है और बिना कारण घर तक सीमित कर दिया जाता है। जब भी मैं बोलने की कोशिश करता हूं तो बार-बार हिंसा की धमकियां मिलती रहती हैं। मेरे रिश्तेदार स्थिति से अवगत हैं और दुर्व्यवहार की गवाही दे सकते हैं। मुझे अपनी सुरक्षा और मेरे साथ रहने वाले मेरे बच्चों की सुरक्षा का डर है। मैं कानून के तहत तत्काल सुरक्षा और उचित कानूनी कार्रवाई का अनुरोध करता हूं। कृपया मेरी स्थिति के लिए उपलब्ध आश्रय और कानूनी सहायता के संबंध में मेरा मार्गदर्शन करें।,घरेलू हिंसा
"एक व्यक्ति, जिसकी पहचान मेरे समाज के एक व्यक्ति के रूप में की गई है, कुछ दिनों से मेरा पीछा कर रहा है। कॉलेज जाते समय वे मेरे कॉलेज के गेट के पास खड़े होकर मुझे देखते दिखे। मेरे कई बार मना करने के बाद भी वे बार-बार मुझसे बात करने की कोशिश करते हैं। मेरे दोस्तों ने भी देखा है कि यह व्यक्ति अलग-अलग दिनों में मेरा पीछा कर रहा है। ऐसा लगता है कि यह व्यक्ति मेरी दिनचर्या जानता है, जो बहुत चिंताजनक है। मुझे डर है कि अगर इसे नहीं रोका गया तो यह और भी खतरनाक रूप ले सकता है। मेरा अनुरोध है कि इस व्यक्ति के खिलाफ तुरंत सख्त कार्रवाई की जाए।' कृपया मेरी सुरक्षा सुनिश्चित करने के लिए अगले कदमों पर मेरा मार्गदर्शन करें।",स्टॉकिंग
"स्नैपचैट पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न इस महीने की 3 तारीख को शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
मैं घर में लगातार घरेलू दुर्व्यवहार के लिए अपने पति और उनके परिवार के खिलाफ यह शिकायत दर्ज कर रही हूं। 15 जुलाई से मुझे शारीरिक उत्पीड़न और उत्पीड़न का शिकार होना पड़ रहा है। मुझे बुनियादी ज़रूरतों से भी वंचित कर दिया जाता है और बिना कारण घर तक सीमित कर दिया जाता है। जब भी मैं बोलने की कोशिश करता हूं तो बार-बार हिंसा की धमकियां मिलती रहती हैं। मेरे रिश्तेदार स्थिति से अवगत हैं और दुर्व्यवहार की गवाही दे सकते हैं। मुझे अपनी सुरक्षा और मेरे साथ रहने वाले मेरे बच्चों की सुरक्षा का डर है। मैं कानून के तहत तत्काल सुरक्षा और उचित कानूनी कार्रवाई का अनुरोध करता हूं। कृपया मेरी स्थिति के लिए उपलब्ध आश्रय और कानूनी सहायता के संबंध में मेरा मार्गदर्शन करें।,घरेलू हिंसा
"मैं नागपुर शहर में सड़कों की स्थिति के संबंध में सार्वजनिक सुरक्षा चिंता उठाना चाहता हूं। मुख्य सड़क के पास एक खुला मैनहोल है जो पिछले दो सप्ताह से खुला पड़ा है। इस स्थान पर पहले भी कई दोपहिया वाहन चालक छोटी-मोटी दुर्घटना का शिकार हो चुके हैं। खतरनाक क्षेत्र के आसपास कोई चेतावनी संकेत या बैरिकेड्स नहीं लगाए गए हैं। रात के समय खराब स्ट्रीट लाइट के कारण हादसों का खतरा और भी बढ़ जाता है। स्थानीय निवासी पहले भी यह मुद्दा उठा चुके हैं, लेकिन कोई कार्रवाई नहीं हुई। मैं संबंधित अधिकारियों से मैनहोल की मरम्मत करने और उचित रोशनी सुनिश्चित करने का अनुरोध करता हूं। यह एक गंभीर सार्वजनिक सुरक्षा ख़तरा है जिस पर तत्काल ध्यान देने की आवश्यकता है।",सार्वजनिक सुरक्षा
"मैं शिवाजी नगर स्थित अपने आवास पर अपनी सास द्वारा झेली जा रही घरेलू हिंसा की रिपोर्ट करना चाहती हूं। 15 जुलाई से लगातार शारीरिक और मानसिक शोषण जारी है। छोटी-छोटी घरेलू बातों पर अक्सर मुझे पीटा जाता है और गाली-गलौज की जाती है। उन्होंने मुझे बिना किसी सहारे के घर से बाहर निकाल देने की धमकी भी दी है. मेरे बच्चों ने ये घटनाएं देखी हैं, जिसका उन पर बुरा असर पड़ा है.' मैंने इसे शांतिपूर्ण तरीके से सुलझाने की कोशिश की है, लेकिन दुर्व्यवहार बढ़ता ही जा रहा है। मैं इस दुरुपयोग के लिए जिम्मेदार लोगों के खिलाफ सुरक्षा और कानूनी कार्रवाई का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं मेडिकल रिकॉर्ड और गवाहों के बयान उपलब्ध कराने के लिए तैयार हूं।",घरेलू हिंसा
"मैं नासिक रोड में शोर और उपद्रव के संबंध में एक सामान्य सुरक्षा शिकायत दर्ज करना चाहता हूं। 15 जुलाई से, पास का एक प्रतिष्ठान अनुमत समय से अधिक जोर-शोर से काम कर रहा है। इससे आस-पड़ोस की शांति भंग हो गई है, विशेषकर बुजुर्ग निवासियों और बच्चों के लिए। मालिकों से शोर कम करने के बार-बार अनुरोध को नजरअंदाज कर दिया गया है। सप्ताहांत पर स्थिति और भी गंभीर हो जाती है जब अशांति देर रात तक जारी रहती है। इस मुद्दे को स्थानीय अधिकारियों के सामने उठाने के लिए कई पड़ोसी एकजुट हुए हैं। मैं यह सुनिश्चित करने के लिए आवश्यक कार्रवाई का अनुरोध करता हूं कि शोर के स्तर को नियंत्रण में लाया जाए। कृपया निवासियों की भलाई के लिए इस मामले पर जल्द से जल्द ध्यान दें।",अन्य
"मैं पिंपरी में हुई अपने लैपटॉप बैग की चोरी की रिपोर्ट करना चाहता हूं। घटना दो दिन पहले मुख्य बाजार इलाके के पास हुई. जब मुझे एहसास हुआ कि यह गायब है, तो मैंने तुरंत आसपास की जाँच की लेकिन कुछ नहीं मिला। मुझे संदेह है कि इसे किसी ऐसे व्यक्ति ने चुराया है जो कुछ समय से मेरा पीछा कर रहा था। चोरी गए सामान की अनुमानित कीमत करीब तीन लाख रुपये है। 2,50,000. मैंने स्थानीय दुकानदारों को पहले ही सूचित कर दिया है कि उन्हें कुछ भी असामान्य दिखे। मैं पुलिस से मामले की जांच करने और मेरा सामान बरामद करने में मदद करने का अनुरोध करता हूं। यदि उपलब्ध हो तो मैं कोई भी अतिरिक्त विवरण या सीसीटीवी फुटेज स्थान प्रदान करने के लिए तैयार हूं।",चोरी
"मैं नागपुर शहर में सड़कों की स्थिति के संबंध में सार्वजनिक सुरक्षा चिंता उठाना चाहता हूं। मुख्य सड़क के पास एक खुला मैनहोल है जिसे 15 जुलाई से खुला रखा गया है। इस स्थान पर पहले भी कई दोपहिया वाहन चालक छोटी-मोटी दुर्घटना का शिकार हो चुके हैं। खतरनाक क्षेत्र के आसपास कोई चेतावनी संकेत या बैरिकेड्स नहीं लगाए गए हैं। रात के समय खराब स्ट्रीट लाइट के कारण हादसों का खतरा और भी बढ़ जाता है। स्थानीय निवासी पहले भी यह मुद्दा उठा चुके हैं, लेकिन कोई कार्रवाई नहीं हुई। मैं संबंधित अधिकारियों से मैनहोल की मरम्मत करने और उचित रोशनी सुनिश्चित करने का अनुरोध करता हूं। यह एक गंभीर सार्वजनिक सुरक्षा ख़तरा है जिस पर तत्काल ध्यान देने की आवश्यकता है।",सार्वजनिक सुरक्षा
"मैं कोथरुड में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं जिससे सुरक्षा संबंधी समस्याएं पैदा हो रही हैं। यह समस्या बिना किसी मरम्मत कार्य के पिछले महीने की 10 तारीख से बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा
"मैं औंध में लड़कों के एक समूह द्वारा लगातार किए जा रहे उत्पीड़न की रिपोर्ट करना चाहती हूं। यह 15 जुलाई को शुरू हुआ और तब से बंद नहीं हुआ है। लड़कों का एक समूह दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करता रहता है। जब मैं काम से लौट रही थी तो मेरे घर के पास इस व्यक्ति ने फिर से मेरे साथ दुर्व्यवहार किया। मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न
"मैं हडपसर में अपने निवास पर अपने ससुराल वालों द्वारा मेरे साथ हो रही घरेलू हिंसा की रिपोर्ट करना चाहती हूं। शारीरिक और मानसिक शोषण पिछले महीने की 10 तारीख से जारी है। छोटी-छोटी घरेलू बातों पर अक्सर मुझे पीटा जाता है और गाली-गलौज की जाती है। उन्होंने मुझे बिना किसी सहारे के घर से बाहर निकाल देने की धमकी भी दी है. मेरे बच्चों ने ये घटनाएं देखी हैं, जिसका उन पर बुरा असर पड़ा है.' मैंने इसे शांतिपूर्ण तरीके से सुलझाने की कोशिश की है, लेकिन दुर्व्यवहार बढ़ता ही जा रहा है। मैं इस दुरुपयोग के लिए जिम्मेदार लोगों के खिलाफ सुरक्षा और कानूनी कार्रवाई का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं मेडिकल रिकॉर्ड और गवाहों के बयान उपलब्ध कराने के लिए तैयार हूं।",घरेलू हिंसा
"डेटिंग ऐप पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न पिछले दो सप्ताह से शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
"मैं बोरीवली में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं जिससे सुरक्षा संबंधी समस्याएं पैदा हो रही हैं। यह समस्या बिना किसी मरम्मत कार्य के पिछले दो सप्ताह से बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा
"किसी अज्ञात फ़ोन नंबर पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न 18 तारीख को शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
"मैं शिवाजी नगर में सड़कों की स्थिति के संबंध में सार्वजनिक सुरक्षा चिंता उठाना चाहता हूं। मुख्य सड़क के पास एक खुला मैनहोल है जिसे 22 जून से खुला रखा गया है। इस स्थान पर पहले भी कई दोपहिया वाहन चालक छोटी-मोटी दुर्घटना का शिकार हो चुके हैं। खतरनाक क्षेत्र के आसपास कोई चेतावनी संकेत या बैरिकेड्स नहीं लगाए गए हैं। रात के समय खराब स्ट्रीट लाइट के कारण हादसों का खतरा और भी बढ़ जाता है। स्थानीय निवासी पहले भी यह मुद्दा उठा चुके हैं, लेकिन कोई कार्रवाई नहीं हुई। मैं संबंधित अधिकारियों से मैनहोल की मरम्मत करने और उचित रोशनी सुनिश्चित करने का अनुरोध करता हूं। यह एक गंभीर सार्वजनिक सुरक्षा ख़तरा है जिस पर तत्काल ध्यान देने की आवश्यकता है।",सार्वजनिक सुरक्षा
