मुझे और मेरे परिवार को सदर बाजार में रहने वाले मेरे सहपाठी द्वारा परेशान किया जा रहा है। इस महीने की 3 तारीख से उत्पीड़न जारी है। जब भी वे मुझे देखते हैं तो भद्दे कमेंट करते हैं और परेशानी पैदा करने की कोशिश करते हैं। कल रात करीब 9 बजे स्थिति तब और खराब हो गई जब वे मुझसे सीधे भिड़ गए। इस लगातार उत्पीड़न के कारण मैं काम पर जाने में असुरक्षित महसूस करती हूं। मेरे परिवार के सदस्यों ने भी कई मौकों पर इस व्यवहार को देखा है। मैं तत्काल हस्तक्षेप का अनुरोध करता हूं ताकि यह उत्पीड़न स्थायी रूप से बंद हो जाए। कृपया मेरी शिकायत दर्ज कर आवश्यक कानूनी कार्रवाई करें।,उत्पीड़न,परिवार सदर बाजार रहना वाला सहपाठी परेशान जाना रहना । महीना तारीख उत्पीडन जारी । जब देखना भद्दा कमेंट परेशानी पैदा कोशिश । कल रात करीब बजे स्थिति तब खराब होना जाना जब सीधे भिडना जाना । लगातार उत्पीडन कारण काम जाना असुरक्षित महसूस । परिवार सदस्य ने कई मौका व्यवहार देखना । तत्काल हस्तक्षेप अनुरोध ताकि उत्पीडन स्थायी रूप बंद होना जाना । कृपया शिकायत दर्ज आवश्यक कानूनी कार्रवाई ।
"मैं कल्याण में अपने पूर्व साथी से लगातार हो रहे उत्पीड़न की रिपोर्ट करना चाहती हूं। यह पिछले महीने की 10 तारीख को शुरू हुआ और तब से बंद नहीं हुआ है। मेरा पूर्व-साथी दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करता रहता है। दो दिन पहले इस व्यक्ति ने मेरे घर के पास फिर मेरे साथ गलत हरकत की. मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न,कल्याण अपना पूर्व साथी लगातार होना रहना उत्पीडन रिपोर्ट चाहना । पिछला महीना तारीख शुरू होना तब बंद नहीं होना । पूर्व साथी दूसरा सामने बारे अपमानजनक टिप्पणी रहना । दो दिन पहले व्यक्ति ने घर पास फिर साथ गलत हरकत विनम्रतापूर्वक रुकना कहना लेकिन परेशान रहना । मानसिक शान्ति प्रभावित होना रहना अकेला बाहर निकलना डर लगना । पुलिस जिम्मेदार व्यक्ति खिलाफ सख्त कार्रवाई अनुरोध । जांच आवश्यक कोई अतिरिक्त विवरण प्रदान तैयार ।
मैं घर में लगातार घरेलू दुर्व्यवहार के लिए अपनी सास के खिलाफ यह शिकायत दर्ज करा रही हूं। 22 जून से मुझे शारीरिक उत्पीड़न और उत्पीड़न का शिकार होना पड़ रहा है। मुझे बुनियादी ज़रूरतों से भी वंचित कर दिया जाता है और बिना कारण घर तक सीमित कर दिया जाता है। जब भी मैं बोलने की कोशिश करता हूं तो बार-बार हिंसा की धमकियां मिलती रहती हैं। मेरे रिश्तेदार स्थिति से अवगत हैं और दुर्व्यवहार की गवाही दे सकते हैं। मुझे अपनी सुरक्षा और मेरे साथ रहने वाले मेरे बच्चों की सुरक्षा का डर है। मैं कानून के तहत तत्काल सुरक्षा और उचित कानूनी कार्रवाई का अनुरोध करता हूं। कृपया मेरी स्थिति के लिए उपलब्ध आश्रय और कानूनी सहायता के संबंध में मेरा मार्गदर्शन करें।,घरेलू हिंसा,घर लगातार घरेलू दुर्व्यवहार अपना सास खिलाफ शिकायत दर्ज रहना । जून शारीरिक उत्पीडन उत्पीडन शिकार होना पड़ना रहना । बुनियादी ज़रूरत वंचित देना जाना बिना कारण घर सीमित देना जाना । जब बोलना कोशिश बार बार हिंसा धमकी मिलना रहना । रिश्तेदार स्थिति अवगत दुर्व्यवहार गवाही देना सकना । अपना सुरक्षा साथ रहना वाला बच्चा सुरक्षा डर । कानून तहत तत्काल सुरक्षा उचित कानूनी कार्रवाई अनुरोध । कृपया स्थिति उपलब्ध आश्रय कानूनी सहायता संबंध मार्गदर्शन ।
"मैं वाकाड में अपने समाज के एक व्यक्ति द्वारा लगातार किए जा रहे उत्पीड़न की रिपोर्ट करना चाहती हूं। यह पिछले एक महीने से शुरू हुआ और तब से बंद नहीं हुआ है. मेरे समाज का एक आदमी दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करता रहता है। शाम की सैर के दौरान मेरे घर के पास इस शख्स ने फिर मेरे साथ बदसलूकी की. मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न,वाकाड अपना समाज व्यक्ति लगातार जाना रहना उत्पीडन रिपोर्ट चाहना । पिछला महीना शुरू होना तब बंद नहीं होना समाज आदमी दूसरा सामने बारे अपमानजनक टिप्पणी रहना । शाम सैर दौरान घर पास शख्स ने फिर साथ बदसलूकी विनम्रतापूर्वक रुकना कहना लेकिन परेशान रहना । मानसिक शान्ति प्रभावित होना रहना अकेला बाहर निकलना डर लगना । पुलिस जिम्मेदार व्यक्ति खिलाफ सख्त कार्रवाई अनुरोध । जांच आवश्यक कोई अतिरिक्त विवरण प्रदान तैयार ।
"मैं बाणेर में रहने वाले मेरे जीजा द्वारा मुझे दी गई धमकियों के संबंध में शिकायत दर्ज करा रही हूं। धमकियां 22 जून को हमारे बीच एक मामूली विवाद के बाद शुरू हुईं। उन्होंने मुझे बोलने पर हमला करने और मेरी संपत्ति को नुकसान पहुंचाने की धमकी दी है। इससे मेरे और मेरे परिवार के सदस्यों में काफी डर और चिंता पैदा हो गई है। मैंने किसी भी टकराव से परहेज किया है, लेकिन धमकियां इसकी परवाह किए बिना जारी हैं। इलाके के पड़ोसियों को भी तनाव की जानकारी है और वे इसकी पुष्टि कर सकते हैं. मेरा अनुरोध है कि मेरी सुरक्षा सुनिश्चित करने के लिए उचित कानूनी कार्रवाई की जाए। धमकियों की गंभीर प्रकृति को देखते हुए कृपया इस मामले पर तत्परता से विचार करें।",धमकी,बाणेर रहना वाला जीजा देना जाना धमकी संबंध शिकायत दर्ज रहना । धमकी जून बीच मामूली विवाद बाद शुरू होना । बोलना हमला संपत्ति नुकसान पहुंचाना धमकी देना । परिवार सदस्य काफी डर चिंता पैदा होना जाना । कोई टकराव परहेज लेकिन धमकी परवाह बिना जारी । इलाका पड़ोसी तनाव जानकारी पुष्टि सकना अनुरोध कि सुरक्षा सुनिश्चित उचित कानूनी कार्रवाई जाना धमकी गंभीर प्रकृति देखना होना कृपया मामला तत्परता विचार ।
वाकाड में रहने वाले मेरे सहकर्मी द्वारा मुझे और मेरे परिवार को परेशान किया जा रहा है। 2 अगस्त से लगातार उत्पीड़न जारी है। जब भी वे मुझे देखते हैं तो भद्दे कमेंट करते हैं और परेशानी पैदा करने की कोशिश करते हैं। कल रात करीब 9 बजे स्थिति तब और खराब हो गई जब वे मुझसे सीधे भिड़ गए। इस लगातार उत्पीड़न के कारण मैं काम पर जाने में असुरक्षित महसूस करती हूं। मेरे परिवार के सदस्यों ने भी कई मौकों पर इस व्यवहार को देखा है। मैं तत्काल हस्तक्षेप का अनुरोध करता हूं ताकि यह उत्पीड़न स्थायी रूप से बंद हो जाए। कृपया मेरी शिकायत दर्ज कर आवश्यक कानूनी कार्रवाई करें।,उत्पीड़न,वाकाड रहना वाला सहकर्मी परिवार परेशान जाना रहना । अगस्त लगातार उत्पीडन जारी । जब देखना भद्दा कमेंट परेशानी पैदा कोशिश । कल रात करीब बजे स्थिति तब खराब होना जाना जब सीधे भिडना जाना । लगातार उत्पीडन कारण काम जाना असुरक्षित महसूस । परिवार सदस्य ने कई मौका व्यवहार देखना । तत्काल हस्तक्षेप अनुरोध ताकि उत्पीडन स्थायी रूप बंद होना जाना । कृपया शिकायत दर्ज आवश्यक कानूनी कार्रवाई ।
complaint,category,
मैं दादर में हुई छेड़छाड़ की एक घटना की रिपोर्ट करना चाहता हूं। जब मैं बाजार से वापस आ रही थी तो रास्ते में कुछ युवकों ने मुझ पर अश्लील कमेंट किए। उन्होंने सीटियां भी बजाईं और मेरे और मेरे दोस्त की ओर अनुचित इशारे भी किए। जब मैंने उन्हें नज़रअंदाज कर दूर जाने की कोशिश की तो उन्होंने कुछ दूर तक पीछा किया। इस तरह के व्यवहार से मुझे अकेले यात्रा करते समय असुरक्षित महसूस होने लगा है। क्षेत्र की अन्य महिलाओं को भी उसी स्थान पर इसी तरह के उत्पीड़न का सामना करना पड़ा है। मैं ऐसी घटनाओं को रोकने के लिए इस क्षेत्र में पुलिस गश्त बढ़ाने का अनुरोध करता हूं। यदि लाइन-अप या सीसीटीवी समीक्षा की व्यवस्था की जाती है तो मैं व्यक्तियों की पहचान करने के लिए तैयार हूं।,ईव टीज़िंग,दादर होना छेडछाड घटना रिपोर्ट चाहना । जब बाजार वापस आना रहना रास्ता कुछ युवक ने अश्लील कमेंट । सीटी बजाना दोस्त ओर अनुचित इशारा । जब नजरअंदाज दूर जाना कोशिश कुछ दूर पीछा । तरह व्यवहार अकेला यात्रा समय असुरक्षित महसूस होना लगाना । क्षेत्र अन्य महिला स्थान तरह उत्पीडन सामना पड़ना । ऐसा घटना रोकना क्षेत्र पुलिस गश्त बढ़ाना अनुरोध । यदि लाइन अप सीसीटीवी समीक्षा व्यवस्था जाना व्यक्ति पहचान तैयार ।
मैं दादर में देखी गई एक संदिग्ध गतिविधि की रिपोर्ट करना चाहता हूं। कुछ दिन पहले से अज्ञात व्यक्ति समय-समय पर परित्यक्त भवन के पास एकत्र होते रहे हैं। निवासियों को संदेह है कि रात में वहां कुछ अवैध गतिविधि हो सकती है। उस स्थान से तेज़ आवाज़ें और कभी-कभार बहसें सुनाई देती रही हैं। इससे आसपास रहने वाले परिवारों में सुरक्षा संबंधी चिंताएं बढ़ गई हैं। स्थानीय वार्ड कार्यालय को सूचित करने के बावजूद कोई आधिकारिक कार्रवाई नहीं की गई है। मैं अधिकारियों से इस मामले की जांच करने और निवासियों की सुरक्षा सुनिश्चित करने का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं अधिक विवरण प्रदान करने या अधिकारियों के साथ जाने को तैयार हूं।,अन्य,दादर देखना जाना संदिग्ध गतिविधि रिपोर्ट चाहना । कुछ दिन पहले अज्ञात व्यक्ति समय समय परित्यक्त भवन पास एकत्र होना रहना । निवासी संदेह कि रात वहाँ कुछ अवैध गतिविधि होना सकना । स्थान तेज आवाज कभी कभार बहस सुनाना देना रहना । आसपास रहना वाला परिवार सुरक्षा संबंधी चिंता बढ़ना जाना । स्थानीय वार्ड कार्यालय सूचित बावजूद कोई आधिकारिक कार्रवाई नहीं जाना । अधिकारी मामला जांच निवासी सुरक्षा सुनिश्चित अनुरोध । यदि आवश्यक होना अधिक विवरण प्रदान अधिकारी साथ जाना तैयार ।
"मैं वाशी में रहने वाले एक अज्ञात व्यक्ति द्वारा मुझे दी गई धमकियों के संबंध में शिकायत दर्ज करा रहा हूं। इस महीने की 3 तारीख को हमारे बीच एक मामूली विवाद के बाद धमकियां मिलनी शुरू हुईं। उन्होंने मुझे बोलने पर हमला करने और मेरी संपत्ति को नुकसान पहुंचाने की धमकी दी है। इससे मेरे और मेरे परिवार के सदस्यों में काफी डर और चिंता पैदा हो गई है। मैंने किसी भी टकराव से परहेज किया है, लेकिन धमकियां इसकी परवाह किए बिना जारी हैं। इलाके के पड़ोसियों को भी तनाव की जानकारी है और वे इसकी पुष्टि कर सकते हैं. मेरा अनुरोध है कि मेरी सुरक्षा सुनिश्चित करने के लिए उचित कानूनी कार्रवाई की जाए। धमकियों की गंभीर प्रकृति को देखते हुए कृपया इस मामले पर तत्परता से विचार करें।",धमकी,वाशी रहना वाला अज्ञात व्यक्ति देना जाना धमकी संबंध शिकायत दर्ज रहना । महीना तारीख बीच मामूली विवाद बाद धमकी मिलना शुरू होना । बोलना हमला संपत्ति नुकसान पहुंचाना धमकी देना । परिवार सदस्य काफी डर चिंता पैदा होना जाना । कोई टकराव परहेज लेकिन धमकी परवाह बिना जारी । इलाका पड़ोसी तनाव जानकारी पुष्टि सकना अनुरोध कि सुरक्षा सुनिश्चित उचित कानूनी कार्रवाई जाना धमकी गंभीर प्रकृति देखना होना कृपया मामला तत्परता विचार ।
"मैं रिपोर्ट करना चाहता हूं कि मुझे वाकड में एक अज्ञात व्यक्ति से गंभीर धमकियां मिली हैं। पिछले दो सप्ताह से यह व्यक्ति मुझे और मेरे परिवार को नुकसान पहुंचाने की धमकी दे रहा है। अगर मैंने उनकी मांगें नहीं मानी तो उन्होंने मुझे गंभीर परिणाम भुगतने की चेतावनी दी है। धमकियाँ व्यक्तिगत रूप से और फोन कॉल दोनों पर दी गई हैं। मैं इन धमकियों के कारण अपने परिवार की सुरक्षा को लेकर बेहद चिंतित हूं।' मैंने उनकी किसी भी मांग का जवाब नहीं दिया, जिससे उनका गुस्सा और बढ़ गया है.' मैं पुलिस सुरक्षा और मुझे धमकी देने वाले व्यक्ति के खिलाफ तत्काल कार्रवाई का अनुरोध करता हूं। मैं इस शिकायत के समर्थन में कॉल रिकॉर्डिंग और गवाह विवरण प्रदान कर सकता हूं।",धमकी,रिपोर्ट चाहना कि वाकड अज्ञात व्यक्ति गंभीर धमकी मिलना । पिछला दो सप्ताह व्यक्ति परिवार नुकसान पहुंचाना धमकी देना रहना । अगर मांगें नहीं मानना गंभीर परिणाम भुगतना चेतावनी देना । धमकी व्यक्तिगत रूप फोन कॉल दो देना जाना । धमकी कारण अपना परिवार सुरक्षा लेना बेहद चिंतित । कोई मांग जवाब नहीं देना जो गुस्सा बढ़ना जाना पुलिस सुरक्षा धमकी देना वाला व्यक्ति खिलाफ तत्काल कार्रवाई अनुरोध । शिकायत समर्थन कॉल रिकॉर्डिंग गवाह विवरण प्रदान सकना ।
"मैं कल्याण में सड़कों की स्थिति के संबंध में सार्वजनिक सुरक्षा चिंता उठाना चाहता हूं। मुख्य सड़क के पास एक खुला मैनहोल है जिसे इस महीने की 3 तारीख से खोला गया है। इस स्थान पर पहले भी कई दोपहिया वाहन चालक छोटी-मोटी दुर्घटना का शिकार हो चुके हैं। खतरनाक क्षेत्र के आसपास कोई चेतावनी संकेत या बैरिकेड्स नहीं लगाए गए हैं। रात के समय खराब स्ट्रीट लाइट के कारण हादसों का खतरा और भी बढ़ जाता है। स्थानीय निवासी पहले भी यह मुद्दा उठा चुके हैं, लेकिन कोई कार्रवाई नहीं हुई। मैं संबंधित अधिकारियों से मैनहोल की मरम्मत करने और उचित रोशनी सुनिश्चित करने का अनुरोध करता हूं। यह एक गंभीर सार्वजनिक सुरक्षा ख़तरा है जिस पर तत्काल ध्यान देने की आवश्यकता है।",सार्वजनिक सुरक्षा,कल्याण सड़क स्थिति संबंध सार्वजनिक सुरक्षा चिंता उठाना चाहना । मुख्य सड़क पास खुला मैनहोल जो महीना तारीख खोलना जाना । स्थान पहले कई दोपहिया वाहन चालक छोटा मोटा दुर्घटना शिकार होना चुकना । खतरनाक क्षेत्र आसपास कोई चेतावनी संकेत बैरिकेड्स नहीं लगाना जाना । रात समय खराब स्ट्रीट लाइट कारण हादसा खतरा बढ़ना जाना । स्थानीय निवासी पहले मुद्दा उठाना चुकना लेकिन कोई कार्रवाई नहीं होना । संबंधित अधिकारी मैनहोल मरम्मत उचित रोशनी सुनिश्चित अनुरोध । गंभीर सार्वजनिक सुरक्षा खतरा जो तत्काल ध्यान देना आवश्यकता ।
"मैं सदर बाजार बस स्टॉप के पास हुई एक छेड़छाड़ की घटना की रिपोर्ट कर रहा हूं। आधी रात के करीब, बस स्टॉप पर एक आदमी ने मुझे छेड़ना शुरू कर दिया और भद्दे कमेंट करने लगा। उन्होंने मेरी अनुमति के बिना मेरी तस्वीरें खींचने की भी कोशिश की. मैंने उनका विरोध किया, लेकिन उन्होंने इसे हंसी में उड़ा दिया और अपना व्यवहार जारी रखा। यह पहली बार नहीं है जब इस स्थान पर ऐसी घटनाएं हुई हैं। इसी ग्रुप के बारे में कई अन्य लड़कियों ने अनौपचारिक रूप से शिकायत की है. मैं महिलाओं की सुरक्षा सुनिश्चित करने के लिए सख्त कार्रवाई और नियमित पुलिस उपस्थिति का अनुरोध करता हूं। यदि व्यक्तियों का पता लगाया जाता है तो मैं पहचान में सहायता करने को तैयार हूं।",ईव टीज़िंग,सदर बाजार बस स्टॉप पास होना छेडछाड घटना रिपोर्ट रहना । आधा रात करीब बस स्टॉप आदमी ने छेड़ना शुरू देना भद्दा कमेंट लगाना । अनुमति बिना तस्वीर खींचना कोशिश विरोध लेकिन हँसी उड़ाना देना अपना व्यवहार जारी रखना । पहला बार नहीं जब स्थान ऐसा घटना होना । ग्रुप बारे कई अन्य लड़की ने अनौपचारिक रूप शिकायत महिला सुरक्षा सुनिश्चित सख्त कार्रवाई नियमित पुलिस उपस्थिति अनुरोध । यदि व्यक्ति पता लगाना जाना पहचान सहायता तैयार ।
"मैं विले पार्ले में हुई नकदी और कार्ड वाले अपने पर्स की चोरी की रिपोर्ट करना चाहता हूं। यह घटना तब हुई जब मैं काम से लौट रहा था, मुख्य बाजार क्षेत्र के पास। जब मुझे एहसास हुआ कि यह गायब है, तो मैंने तुरंत आसपास की जाँच की लेकिन कुछ नहीं मिला। मुझे संदेह है कि इसे किसी ऐसे व्यक्ति ने चुराया है जो कुछ समय से मेरा पीछा कर रहा था। चोरी गए सामान की अनुमानित कीमत करीब तीन लाख रुपये है। 2,50,000. मैंने स्थानीय दुकानदारों को पहले ही सूचित कर दिया है कि उन्हें कुछ भी असामान्य दिखे। मैं पुलिस से मामले की जांच करने और मेरा सामान बरामद करने में मदद करने का अनुरोध करता हूं। यदि उपलब्ध हो तो मैं कोई भी अतिरिक्त विवरण या सीसीटीवी फुटेज स्थान प्रदान करने के लिए तैयार हूं।",चोरी,विले पार्ले होना नकदी कार्ड वाला अपना पर्स चोरी रिपोर्ट चाहना । घटना तब होना जब काम लौटना रहना मुख्य बाजार क्षेत्र पास। जब एहसास होना कि गायब तुरंत आसपास जाँच लेकिन कुछ नहीं मिलना । संदेह कि कोई ऐसा व्यक्ति ने चुराना जो कुछ समय पीछा रहना । चोरी जाना सामान अनुमानित कीमत करीब तीन लाख रुपया । स्थानीय दुकानदार पहले ही सूचित देना कि कुछ असामान्य दिखना । पुलिस मामला जांच सामान बरामद मदद अनुरोध । यदि उपलब्ध होना कोई अतिरिक्त विवरण सीसीटीवी फुटेज स्थान प्रदान तैयार ।
"मैं सदर बाज़ार में हुई बाहर खड़ी अपनी साइकिल की चोरी की रिपोर्ट दर्ज कराना चाहता हूँ। यह घटना आज सुबह मुख्य बाजार क्षेत्र के पास हुई। जब मुझे एहसास हुआ कि यह गायब है, तो मैंने तुरंत आसपास की जाँच की लेकिन कुछ नहीं मिला। मुझे संदेह है कि इसे किसी ऐसे व्यक्ति ने चुराया है जो कुछ समय से मेरा पीछा कर रहा था। चोरी गए सामान की अनुमानित कीमत करीब तीन लाख रुपये है। 2,50,000. मैंने स्थानीय दुकानदारों को पहले ही सूचित कर दिया है कि उन्हें कुछ भी असामान्य दिखे। मैं पुलिस से मामले की जांच करने और मेरा सामान बरामद करने में मदद करने का अनुरोध करता हूं। यदि उपलब्ध हो तो मैं कोई भी अतिरिक्त विवरण या सीसीटीवी फुटेज स्थान प्रदान करने के लिए तैयार हूं।",चोरी,सदर बाजार होना बाहर खड़ा अपना साइकिल चोरी रिपोर्ट दर्ज कराना चाहना । घटना आज सुबह मुख्य बाजार क्षेत्र पास होना । जब एहसास होना कि गायब तुरंत आसपास जाँच लेकिन कुछ नहीं मिलना । संदेह कि कोई ऐसा व्यक्ति ने चुराना जो कुछ समय पीछा रहना । चोरी जाना सामान अनुमानित कीमत करीब तीन लाख रुपया । स्थानीय दुकानदार पहले ही सूचित देना कि कुछ असामान्य दिखना । पुलिस मामला जांच सामान बरामद मदद अनुरोध । यदि उपलब्ध होना कोई अतिरिक्त विवरण सीसीटीवी फुटेज स्थान प्रदान तैयार ।
"मैं पिंपरी में अपने निवास पर अपने ससुर द्वारा झेली जा रही घरेलू हिंसा की रिपोर्ट करना चाहती हूं। शारीरिक और मानसिक शोषण इस महीने की 3 तारीख से भी जारी है। छोटी-छोटी घरेलू बातों पर अक्सर मुझे पीटा जाता है और गाली-गलौज की जाती है। उन्होंने मुझे बिना किसी सहारे के घर से बाहर निकाल देने की धमकी भी दी है. मेरे बच्चों ने ये घटनाएं देखी हैं, जिसका उन पर बुरा असर पड़ा है.' मैंने इसे शांतिपूर्ण तरीके से सुलझाने की कोशिश की है, लेकिन दुर्व्यवहार बढ़ता ही जा रहा है। मैं इस दुरुपयोग के लिए जिम्मेदार लोगों के खिलाफ सुरक्षा और कानूनी कार्रवाई का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं मेडिकल रिकॉर्ड और गवाहों के बयान उपलब्ध कराने के लिए तैयार हूं।",घरेलू हिंसा,पिंपरी अपना निवास अपना ससुर झेलना जाना रहना घरेलू हिंसा रिपोर्ट चाहना । शारीरिक मानसिक शोषण महीना तारीख जारी । छोटा छोटा घरेलू बात अक्सर पीटना जाना गाली गलौज जाना । बिना कोई सहारा घर बाहर निकालना देना धमकी देना बच्चा ने घटना देखना जो बुरा असर पड़ना शांतिपूर्ण तरीका सुलझाना कोशिश लेकिन दुर्व्यवहार बढना ही जाना रहना । दुरुपयोग जिम्मेदार लोग खिलाफ सुरक्षा कानूनी कार्रवाई अनुरोध । यदि आवश्यक होना मेडिकल रिकॉर्ड गवाह बयान उपलब्ध कराना तैयार ।
मैं घर में लगातार घरेलू दुर्व्यवहार के लिए अपने ससुर के खिलाफ यह शिकायत दर्ज कर रही हूं। कुछ दिन पहले से मेरे साथ मारपीट और उत्पीड़न किया जा रहा है। मुझे बुनियादी ज़रूरतों से भी वंचित कर दिया जाता है और बिना कारण घर तक सीमित कर दिया जाता है। जब भी मैं बोलने की कोशिश करता हूं तो बार-बार हिंसा की धमकियां मिलती रहती हैं। मेरे रिश्तेदार स्थिति से अवगत हैं और दुर्व्यवहार की गवाही दे सकते हैं। मुझे अपनी सुरक्षा और मेरे साथ रहने वाले मेरे बच्चों की सुरक्षा का डर है। मैं कानून के तहत तत्काल सुरक्षा और उचित कानूनी कार्रवाई का अनुरोध करता हूं। कृपया मेरी स्थिति के लिए उपलब्ध आश्रय और कानूनी सहायता के संबंध में मेरा मार्गदर्शन करें।,घरेलू हिंसा,घर लगातार घरेलू दुर्व्यवहार अपना ससुर खिलाफ शिकायत दर्ज रहना । कुछ दिन पहले साथ मारपीट उत्पीडन जाना रहना । बुनियादी ज़रूरत वंचित देना जाना बिना कारण घर सीमित देना जाना । जब बोलना कोशिश बार बार हिंसा धमकी मिलना रहना । रिश्तेदार स्थिति अवगत दुर्व्यवहार गवाही देना सकना । अपना सुरक्षा साथ रहना वाला बच्चा सुरक्षा डर । कानून तहत तत्काल सुरक्षा उचित कानूनी कार्रवाई अनुरोध । कृपया स्थिति उपलब्ध आश्रय कानूनी सहायता संबंध मार्गदर्शन ।
"मैं खराडी में सड़कों की स्थिति के संबंध में सार्वजनिक सुरक्षा चिंता उठाना चाहता हूं। मुख्य सड़क के पास एक खुला मैनहोल है जिसे 2 अगस्त से खुला रखा गया है। इस स्थान पर पहले भी कई दोपहिया वाहन चालक छोटी-मोटी दुर्घटना का शिकार हो चुके हैं। खतरनाक क्षेत्र के आसपास कोई चेतावनी संकेत या बैरिकेड्स नहीं लगाए गए हैं। रात के समय खराब स्ट्रीट लाइट के कारण हादसों का खतरा और भी बढ़ जाता है। स्थानीय निवासी पहले भी यह मुद्दा उठा चुके हैं, लेकिन कोई कार्रवाई नहीं हुई। मैं संबंधित अधिकारियों से मैनहोल की मरम्मत करने और उचित रोशनी सुनिश्चित करने का अनुरोध करता हूं। यह एक गंभीर सार्वजनिक सुरक्षा ख़तरा है जिस पर तत्काल ध्यान देने की आवश्यकता है।",सार्वजनिक सुरक्षा,खराडी सड़क स्थिति संबंध सार्वजनिक सुरक्षा चिंता उठाना चाहना । मुख्य सड़क पास खुला मैनहोल जो अगस्त खुलना रखना जाना । स्थान पहले कई दोपहिया वाहन चालक छोटा मोटा दुर्घटना शिकार होना चुकना । खतरनाक क्षेत्र आसपास कोई चेतावनी संकेत बैरिकेड्स नहीं लगाना जाना । रात समय खराब स्ट्रीट लाइट कारण हादसा खतरा बढ़ना जाना । स्थानीय निवासी पहले मुद्दा उठाना चुकना लेकिन कोई कार्रवाई नहीं होना । संबंधित अधिकारी मैनहोल मरम्मत उचित रोशनी सुनिश्चित अनुरोध । गंभीर सार्वजनिक सुरक्षा खतरा जो तत्काल ध्यान देना आवश्यकता ।
