complaint,category
"मैं पिंपरी बस स्टॉप के पास हुई एक छेड़छाड़ की घटना की रिपोर्ट कर रहा हूं। जब मैं काम से लौट रही थी तो कुछ युवकों ने मुझे छेड़ना शुरू कर दिया और भद्दे कमेंट करने लगे। उन्होंने मेरी अनुमति के बिना मेरी तस्वीरें खींचने की भी कोशिश की. मैंने उनका विरोध किया, लेकिन उन्होंने इसे हंसी में उड़ा दिया और अपना व्यवहार जारी रखा। यह पहली बार नहीं है जब इस स्थान पर ऐसी घटनाएं हुई हैं। इसी ग्रुप के बारे में कई अन्य लड़कियों ने अनौपचारिक रूप से शिकायत की है. मैं महिलाओं की सुरक्षा सुनिश्चित करने के लिए सख्त कार्रवाई और नियमित पुलिस उपस्थिति का अनुरोध करता हूं। यदि व्यक्तियों का पता लगाया जाता है तो मैं पहचान में सहायता करने को तैयार हूं।",ईव टीज़िंग
"मैं रिपोर्ट करना चाहती हूं कि एक डेटिंग ऐप के जरिए मुझे ऑनलाइन परेशान किया जा रहा है। एक अज्ञात यूजर 15 जुलाई से मुझे अपमानजनक और धमकी भरे संदेश भेज रहा है। उन्होंने मेरी सहमति के बिना मेरी तस्वीरों का उपयोग करके एक फर्जी प्रोफ़ाइल भी बनाई है। यह व्यक्ति मेरे दोस्तों और रिश्तेदारों को मेरे बारे में आपत्तिजनक सामग्री वाले संदेश भेज रहा है। मैंने खाते को ब्लॉक करने का प्रयास किया है, लेकिन नए नकली खाते सामने आते रहते हैं। इस ऑनलाइन उत्पीड़न के कारण मुझे बहुत तनाव और शर्मिंदगी उठानी पड़ रही है। मैं साइबर क्राइम सेल से अनुरोध करता हूं कि खाते का पता लगाया जाए और सख्त कार्रवाई की जाए। मैं उत्पीड़न के सबूत के रूप में स्क्रीनशॉट और चैट इतिहास साझा कर सकता हूं।",साइबर उत्पीड़न
"मैं ठाणे में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं जिससे सुरक्षा संबंधी समस्याएं पैदा हो रही हैं। यह समस्या बिना किसी मरम्मत कार्य के पिछले महीने की 10 तारीख से बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा
"मैं शिवाजी नगर में हुई अपनी पत्नी के हैंडबैग की चोरी की रिपोर्ट दर्ज कराना चाहता हूं। यह घटना तब हुई जब मैं काम से लौट रहा था, मुख्य बाजार क्षेत्र के पास। जब मुझे एहसास हुआ कि यह गायब है, तो मैंने तुरंत आसपास की जाँच की लेकिन कुछ नहीं मिला। मुझे संदेह है कि इसे किसी ऐसे व्यक्ति ने चुराया है जो कुछ समय से मेरा पीछा कर रहा था। चोरी गए सामान की अनुमानित कीमत करीब तीन लाख रुपये है। 75,000. मैंने स्थानीय दुकानदारों को पहले ही सूचित कर दिया है कि उन्हें कुछ भी असामान्य दिखे। मैं पुलिस से मामले की जांच करने और मेरा सामान बरामद करने में मदद करने का अनुरोध करता हूं। यदि उपलब्ध हो तो मैं कोई भी अतिरिक्त विवरण या सीसीटीवी फुटेज स्थान प्रदान करने के लिए तैयार हूं।",चोरी
"मैं दादर में रहने वाले अपने सहपाठी द्वारा मुझे दी गई धमकियों के संबंध में शिकायत दर्ज करा रहा हूं। धमकियां कुछ दिन पहले हमारे बीच मामूली विवाद के बाद शुरू हुईं। उन्होंने मुझे बोलने पर हमला करने और मेरी संपत्ति को नुकसान पहुंचाने की धमकी दी है। इससे मेरे और मेरे परिवार के सदस्यों में काफी डर और चिंता पैदा हो गई है। मैंने किसी भी टकराव से परहेज किया है, लेकिन धमकियां इसकी परवाह किए बिना जारी हैं। इलाके के पड़ोसियों को भी तनाव की जानकारी है और वे इसकी पुष्टि कर सकते हैं. मेरा अनुरोध है कि मेरी सुरक्षा सुनिश्चित करने के लिए उचित कानूनी कार्रवाई की जाए। धमकियों की गंभीर प्रकृति को देखते हुए कृपया इस मामले पर तत्परता से विचार करें।",धमकी
"मैं रिपोर्ट करना चाहता हूं कि एक अज्ञात व्यक्ति एक अज्ञात फोन नंबर का उपयोग करके मुझे ब्लैकमेल कर रहा है। 2 अगस्त से इस व्यक्ति ने मेरी निजी तस्वीरें और जानकारी लीक करने की धमकी दी है। वे रुपये की मांग कर रहे हैं. सामग्री को सार्वजनिक न करने के बदले में 75,000 रु. मैंने पैसे देने से इनकार कर दिया है, जिसके बाद धमकियां और भी बढ़ गई हैं. इस ब्लैकमेल से मुझे गंभीर मानसिक तनाव और सामाजिक शर्मिंदगी का डर सता रहा है। मैंने सभी चैट वार्तालाप और स्क्रीनशॉट को साक्ष्य के रूप में सहेजा है। मैं साइबर अपराध विभाग से जांच करने और सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं यह सुनिश्चित करने के लिए पूरा सहयोग करने को तैयार हूं कि इस व्यक्ति को जवाबदेह ठहराया जाए।",ब्लैकमेल
"मैं रिपोर्ट करना चाहती हूं कि एक डेटिंग ऐप के जरिए मुझे ऑनलाइन परेशान किया जा रहा है। कुछ दिनों पहले से एक अज्ञात यूजर मुझे अपमानजनक और धमकी भरे संदेश भेज रहा है। उन्होंने मेरी सहमति के बिना मेरी तस्वीरों का उपयोग करके एक फर्जी प्रोफ़ाइल भी बनाई है। यह व्यक्ति मेरे दोस्तों और रिश्तेदारों को मेरे बारे में आपत्तिजनक सामग्री वाले संदेश भेज रहा है। मैंने खाते को ब्लॉक करने का प्रयास किया है, लेकिन नए नकली खाते सामने आते रहते हैं। इस ऑनलाइन उत्पीड़न के कारण मुझे बहुत तनाव और शर्मिंदगी उठानी पड़ रही है। मैं साइबर क्राइम सेल से अनुरोध करता हूं कि खाते का पता लगाया जाए और सख्त कार्रवाई की जाए। मैं उत्पीड़न के सबूत के रूप में स्क्रीनशॉट और चैट इतिहास साझा कर सकता हूं।",साइबर उत्पीड़न
"मैं रिपोर्ट करना चाहता हूं कि मुझे चिंचवड़ में अपने पूर्व साथी से गंभीर धमकियां मिली हैं। 22 जून से यह व्यक्ति मुझे और मेरे परिवार को नुकसान पहुंचाने की धमकी दे रहा है। अगर मैंने उनकी मांगें नहीं मानी तो उन्होंने मुझे गंभीर परिणाम भुगतने की चेतावनी दी है। धमकियाँ व्यक्तिगत रूप से और फोन कॉल दोनों पर दी गई हैं। मैं इन धमकियों के कारण अपने परिवार की सुरक्षा को लेकर बेहद चिंतित हूं।' मैंने उनकी किसी भी मांग का जवाब नहीं दिया, जिससे उनका गुस्सा और बढ़ गया है.' मैं पुलिस सुरक्षा और मुझे धमकी देने वाले व्यक्ति के खिलाफ तत्काल कार्रवाई का अनुरोध करता हूं। मैं इस शिकायत के समर्थन में कॉल रिकॉर्डिंग और गवाह विवरण प्रदान कर सकता हूं।",धमकी
"मैं रिपोर्ट करना चाहता हूं कि मुझे शिवाजी नगर में लड़कों के एक समूह से गंभीर धमकियां मिली हैं। पिछले महीने की 10 तारीख से यह व्यक्ति मुझे और मेरे परिवार को नुकसान पहुंचाने की धमकी दे रहा है. अगर मैंने उनकी मांगें नहीं मानी तो उन्होंने मुझे गंभीर परिणाम भुगतने की चेतावनी दी है। धमकियाँ व्यक्तिगत रूप से और फोन कॉल दोनों पर दी गई हैं। मैं इन धमकियों के कारण अपने परिवार की सुरक्षा को लेकर बेहद चिंतित हूं।' मैंने उनकी किसी भी मांग का जवाब नहीं दिया, जिससे उनका गुस्सा और बढ़ गया है.' मैं पुलिस सुरक्षा और मुझे धमकी देने वाले व्यक्ति के खिलाफ तत्काल कार्रवाई का अनुरोध करता हूं। मैं इस शिकायत के समर्थन में कॉल रिकॉर्डिंग और गवाह विवरण प्रदान कर सकता हूं।",धमकी
"मैं रिपोर्ट करना चाहती हूं कि मुझे नासिक रोड में मेरे पति से गंभीर धमकियां मिली हैं। 22 जून से यह व्यक्ति मुझे और मेरे परिवार को नुकसान पहुंचाने की धमकी दे रहा है। अगर मैंने उनकी मांगें नहीं मानी तो उन्होंने मुझे गंभीर परिणाम भुगतने की चेतावनी दी है। धमकियाँ व्यक्तिगत रूप से और फोन कॉल दोनों पर दी गई हैं। मैं इन धमकियों के कारण अपने परिवार की सुरक्षा को लेकर बेहद चिंतित हूं।' मैंने उनकी किसी भी मांग का जवाब नहीं दिया, जिससे उनका गुस्सा और बढ़ गया है.' मैं पुलिस सुरक्षा और मुझे धमकी देने वाले व्यक्ति के खिलाफ तत्काल कार्रवाई का अनुरोध करता हूं। मैं इस शिकायत के समर्थन में कॉल रिकॉर्डिंग और गवाह विवरण प्रदान कर सकता हूं।",धमकी
"मैं नागपुर शहर में देखी गई एक संदिग्ध गतिविधि की रिपोर्ट करना चाहता हूं। 2 अगस्त से, अज्ञात व्यक्ति अजीब समय पर परित्यक्त इमारत के पास इकट्ठा हो रहे हैं। निवासियों को संदेह है कि रात में वहां कुछ अवैध गतिविधि हो सकती है। उस स्थान से तेज़ आवाज़ें और कभी-कभार बहसें सुनाई देती रही हैं। इससे आसपास रहने वाले परिवारों में सुरक्षा संबंधी चिंताएं बढ़ गई हैं। स्थानीय वार्ड कार्यालय को सूचित करने के बावजूद कोई आधिकारिक कार्रवाई नहीं की गई है। मैं अधिकारियों से इस मामले की जांच करने और निवासियों की सुरक्षा सुनिश्चित करने का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं अधिक विवरण प्रदान करने या अधिकारियों के साथ जाने को तैयार हूं।",अन्य
मैं पिंपरी में हुई छेड़छाड़ की एक घटना की रिपोर्ट करना चाहता हूं। आज सुबह-सुबह जब मैं पैदल जा रही थी तो बाइक पर सवार दो लोगों ने मुझ पर अश्लील टिप्पणियां कीं। उन्होंने सीटियां भी बजाईं और मेरे और मेरे दोस्त की ओर अनुचित इशारे भी किए। जब मैंने उन्हें नज़रअंदाज कर दूर जाने की कोशिश की तो उन्होंने कुछ दूर तक पीछा किया। इस तरह के व्यवहार से मुझे अकेले यात्रा करते समय असुरक्षित महसूस होने लगा है। क्षेत्र की अन्य महिलाओं को भी उसी स्थान पर इसी तरह के उत्पीड़न का सामना करना पड़ा है। मैं ऐसी घटनाओं को रोकने के लिए इस क्षेत्र में पुलिस गश्त बढ़ाने का अनुरोध करता हूं। यदि लाइन-अप या सीसीटीवी समीक्षा की व्यवस्था की जाती है तो मैं व्यक्तियों की पहचान करने के लिए तैयार हूं।,ईव टीज़िंग
"मैं रिपोर्ट करना चाहता हूं कि मुझे कोथरुड में अपने बहनोई से गंभीर धमकियां मिली हैं। 2 अगस्त से यह व्यक्ति मुझे और मेरे परिवार को नुकसान पहुंचाने की धमकी दे रहा है। अगर मैंने उनकी मांगें नहीं मानी तो उन्होंने मुझे गंभीर परिणाम भुगतने की चेतावनी दी है। धमकियाँ व्यक्तिगत रूप से और फोन कॉल दोनों पर दी गई हैं। मैं इन धमकियों के कारण अपने परिवार की सुरक्षा को लेकर बेहद चिंतित हूं।' मैंने उनकी किसी भी मांग का जवाब नहीं दिया, जिससे उनका गुस्सा और बढ़ गया है.' मैं पुलिस सुरक्षा और मुझे धमकी देने वाले व्यक्ति के खिलाफ तत्काल कार्रवाई का अनुरोध करता हूं। मैं इस शिकायत के समर्थन में कॉल रिकॉर्डिंग और गवाह विवरण प्रदान कर सकता हूं।",धमकी
मैं घर में लगातार घरेलू दुर्व्यवहार के लिए अपने पति के खिलाफ यह शिकायत दर्ज करा रही हूं। कुछ दिन पहले से मेरे साथ मारपीट और उत्पीड़न किया जा रहा है। मुझे बुनियादी ज़रूरतों से भी वंचित कर दिया जाता है और बिना कारण घर तक सीमित कर दिया जाता है। जब भी मैं बोलने की कोशिश करता हूं तो बार-बार हिंसा की धमकियां मिलती रहती हैं। मेरे रिश्तेदार स्थिति से अवगत हैं और दुर्व्यवहार की गवाही दे सकते हैं। मुझे अपनी सुरक्षा और मेरे साथ रहने वाले मेरे बच्चों की सुरक्षा का डर है। मैं कानून के तहत तत्काल सुरक्षा और उचित कानूनी कार्रवाई का अनुरोध करता हूं। कृपया मेरी स्थिति के लिए उपलब्ध आश्रय और कानूनी सहायता के संबंध में मेरा मार्गदर्शन करें।,घरेलू हिंसा
"मैं दादर में सड़कों की स्थिति के संबंध में सार्वजनिक सुरक्षा चिंता उठाना चाहता हूं। मुख्य सड़क के पास एक खुला मैनहोल है जिसे 2 अगस्त से खुला रखा गया है। इस स्थान पर पहले भी कई दोपहिया वाहन चालक छोटी-मोटी दुर्घटना का शिकार हो चुके हैं। खतरनाक क्षेत्र के आसपास कोई चेतावनी संकेत या बैरिकेड्स नहीं लगाए गए हैं। रात के समय खराब स्ट्रीट लाइट के कारण हादसों का खतरा और भी बढ़ जाता है। स्थानीय निवासी पहले भी यह मुद्दा उठा चुके हैं, लेकिन कोई कार्रवाई नहीं हुई। मैं संबंधित अधिकारियों से मैनहोल की मरम्मत करने और उचित रोशनी सुनिश्चित करने का अनुरोध करता हूं। यह एक गंभीर सार्वजनिक सुरक्षा ख़तरा है जिस पर तत्काल ध्यान देने की आवश्यकता है।",सार्वजनिक सुरक्षा
"मैं सदर बाज़ार में देखी गई एक संदिग्ध गतिविधि की रिपोर्ट करना चाहता हूँ। पिछले शुक्रवार से, अज्ञात व्यक्ति विषम समय में परित्यक्त इमारत के पास इकट्ठा हो रहे हैं। निवासियों को संदेह है कि रात में वहां कुछ अवैध गतिविधि हो सकती है। उस स्थान से तेज़ आवाज़ें और कभी-कभार बहसें सुनाई देती रही हैं। इससे आसपास रहने वाले परिवारों में सुरक्षा संबंधी चिंताएं बढ़ गई हैं। स्थानीय वार्ड कार्यालय को सूचित करने के बावजूद कोई आधिकारिक कार्रवाई नहीं की गई है। मैं अधिकारियों से इस मामले की जांच करने और निवासियों की सुरक्षा सुनिश्चित करने का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं अधिक विवरण प्रदान करने या अधिकारियों के साथ जाने को तैयार हूं।",अन्य
मैं खराडी में पास के एक दुकानदार द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज करना चाहता हूं। 15 जुलाई से यह शख्स लगभग हर दिन मेरा पीछा कर रहा है. जब मैं बाज़ार से वापस आ रहा था तो मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा था। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।,स्टॉकिंग
"मैं चिंचवड़ में देखी गई एक संदिग्ध गतिविधि की रिपोर्ट करना चाहता हूं। पिछले महीने की 10 तारीख से, अज्ञात व्यक्ति अजीब समय पर परित्यक्त इमारत के पास इकट्ठा हो रहे हैं। निवासियों को संदेह है कि रात में वहां कुछ अवैध गतिविधि हो सकती है। उस स्थान से तेज़ आवाज़ें और कभी-कभार बहसें सुनाई देती रही हैं। इससे आसपास रहने वाले परिवारों में सुरक्षा संबंधी चिंताएं बढ़ गई हैं। स्थानीय वार्ड कार्यालय को सूचित करने के बावजूद कोई आधिकारिक कार्रवाई नहीं की गई है। मैं अधिकारियों से इस मामले की जांच करने और निवासियों की सुरक्षा सुनिश्चित करने का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं अधिक विवरण प्रदान करने या अधिकारियों के साथ जाने को तैयार हूं।",अन्य
मैं घर में लगातार घरेलू दुर्व्यवहार के लिए अपने पति के खिलाफ यह शिकायत दर्ज करा रही हूं। 18 तारीख से मुझ पर शारीरिक हमला और उत्पीड़न किया जा रहा है। मुझे बुनियादी ज़रूरतों से भी वंचित कर दिया जाता है और बिना कारण घर तक सीमित कर दिया जाता है। जब भी मैं बोलने की कोशिश करता हूं तो बार-बार हिंसा की धमकियां मिलती रहती हैं। मेरे रिश्तेदार स्थिति से अवगत हैं और दुर्व्यवहार की गवाही दे सकते हैं। मुझे अपनी सुरक्षा और मेरे साथ रहने वाले मेरे बच्चों की सुरक्षा का डर है। मैं कानून के तहत तत्काल सुरक्षा और उचित कानूनी कार्रवाई का अनुरोध करता हूं। कृपया मेरी स्थिति के लिए उपलब्ध आश्रय और कानूनी सहायता के संबंध में मेरा मार्गदर्शन करें।,घरेलू हिंसा
"मैं सदर बाजार में अपने पति द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज कराना चाहती हूं। 2 अगस्त से यह व्यक्ति लगभग हर दिन मेरा पीछा कर रहा है। आधी रात के आसपास, मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा था। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।",स्टॉकिंग
बोरीवली में रहने वाले मेरे मकान मालिक द्वारा मुझे और मेरे परिवार को परेशान किया जा रहा है। पिछले एक महीने से उत्पीड़न जारी है। जब भी वे मुझे देखते हैं तो भद्दे कमेंट करते हैं और परेशानी पैदा करने की कोशिश करते हैं। पिछले सप्ताह स्थिति तब और खराब हो गई जब उन्होंने मुझसे सीधे तौर पर सामना किया। इस लगातार उत्पीड़न के कारण मैं काम पर जाने में असुरक्षित महसूस करती हूं। मेरे परिवार के सदस्यों ने भी कई मौकों पर इस व्यवहार को देखा है। मैं तत्काल हस्तक्षेप का अनुरोध करता हूं ताकि यह उत्पीड़न स्थायी रूप से बंद हो जाए। कृपया मेरी शिकायत दर्ज कर आवश्यक कानूनी कार्रवाई करें।,उत्पीड़न
"मुझे लड़कों के एक समूह द्वारा ब्लैकमेल किया जा रहा है जो मेरे बारे में निजी जानकारी उजागर करने की धमकी दे रहा है। ब्लैकमेल की कोशिशें 15 जुलाई को एक फर्जी ईमेल आईडी पर संदेशों के जरिए शुरू हुईं। वे रुपये मांग रहे हैं. 50,000 न देने पर वे मुझे सार्वजनिक रूप से बदनाम करने की धमकी देते हैं। मैंने अब तक उनकी कोई भी मांग नहीं मानी है।' लगातार मिल रही इन धमकियों से मानसिक दबाव असहनीय होता जा रहा है। मैंने इस मामले से जुड़े सभी मैसेज और कॉल का रिकॉर्ड रखा है.' मैं इस ब्लैकमेल को रोकने और मेरी गोपनीयता की रक्षा के लिए तत्काल कार्रवाई का अनुरोध करता हूं। कृपया सलाह दें कि मैं इस व्यक्ति के खिलाफ क्या कानूनी कदम उठा सकता हूं।",ब्लैकमेल
"मैं सदर बाजार में अपने पूर्व पति से लगातार मिल रहे उत्पीड़न की शिकायत करना चाहती हूं। यह पिछले शुक्रवार को शुरू हुआ और तब से रुका नहीं है। मेरे पूर्व पति दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करते रहते हैं। कॉलेज जाते समय मेरे घर के पास इस व्यक्ति ने फिर मेरे साथ दुर्व्यवहार किया। मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न
"मैं रिपोर्ट करना चाहता हूं कि मेरा मकान मालिक फर्जी ईमेल आईडी का इस्तेमाल कर मुझे ब्लैकमेल कर रहा है। कुछ दिन पहले से इस शख्स ने मेरी निजी तस्वीरें और जानकारी लीक करने की धमकी दी है. वे रुपये की मांग कर रहे हैं. सामग्री को सार्वजनिक न करने के बदले में 8,000 रु. मैंने पैसे देने से इनकार कर दिया है, जिसके बाद धमकियां और भी बढ़ गई हैं. इस ब्लैकमेल से मुझे गंभीर मानसिक तनाव और सामाजिक शर्मिंदगी का डर सता रहा है। मैंने सभी चैट वार्तालाप और स्क्रीनशॉट को साक्ष्य के रूप में सहेजा है। मैं साइबर अपराध विभाग से जांच करने और सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं यह सुनिश्चित करने के लिए पूरा सहयोग करने को तैयार हूं कि इस व्यक्ति को जवाबदेह ठहराया जाए।",ब्लैकमेल
"मुझे एक अज्ञात व्यक्ति द्वारा ब्लैकमेल किया जा रहा है जो मेरे बारे में निजी जानकारी उजागर करने की धमकी दे रहा है। ब्लैकमेल की कोशिशें 15 जुलाई को फेसबुक पर संदेशों के जरिए शुरू हुईं। वे रुपये मांग रहे हैं. 1,00,000 न देने पर वे मुझे सार्वजनिक रूप से बदनाम करने की धमकी देते हैं। मैंने अब तक उनकी कोई भी मांग नहीं मानी है।' लगातार मिल रही इन धमकियों से मानसिक दबाव असहनीय होता जा रहा है। मैंने इस मामले से जुड़े सभी मैसेज और कॉल का रिकॉर्ड रखा है.' मैं इस ब्लैकमेल को रोकने और मेरी गोपनीयता की रक्षा के लिए तत्काल कार्रवाई का अनुरोध करता हूं। कृपया सलाह दें कि मैं इस व्यक्ति के खिलाफ क्या कानूनी कदम उठा सकता हूं।",ब्लैकमेल
"व्हाट्सएप पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियां भेज रहा है। यह उत्पीड़न पिछले एक महीने से शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
"मैं विले पार्ले में हुई अपने दोपहिया वाहन की चोरी की रिपोर्ट करना चाहता हूं। यह घटना कल शाम मुख्य बाजार क्षेत्र के पास हुई। जब मुझे एहसास हुआ कि यह गायब है, तो मैंने तुरंत आसपास की जाँच की लेकिन कुछ नहीं मिला। मुझे संदेह है कि इसे किसी ऐसे व्यक्ति ने चुराया है जो कुछ समय से मेरा पीछा कर रहा था। चोरी गए सामान की अनुमानित कीमत करीब तीन लाख रुपये है। 50,000. मैंने स्थानीय दुकानदारों को पहले ही सूचित कर दिया है कि उन्हें कुछ भी असामान्य दिखे। मैं पुलिस से मामले की जांच करने और मेरा सामान बरामद करने में मदद करने का अनुरोध करता हूं। यदि उपलब्ध हो तो मैं कोई भी अतिरिक्त विवरण या सीसीटीवी फुटेज स्थान प्रदान करने के लिए तैयार हूं।",चोरी
"मैं सदर बाज़ार में देखी गई एक संदिग्ध गतिविधि की रिपोर्ट करना चाहता हूँ। 15 जुलाई के बाद से, अज्ञात व्यक्ति अजीब समय पर परित्यक्त इमारत के पास इकट्ठा हो रहे हैं। निवासियों को संदेह है कि रात में वहां कुछ अवैध गतिविधि हो सकती है। उस स्थान से तेज़ आवाज़ें और कभी-कभार बहसें सुनाई देती रही हैं। इससे आसपास रहने वाले परिवारों में सुरक्षा संबंधी चिंताएं बढ़ गई हैं। स्थानीय वार्ड कार्यालय को सूचित करने के बावजूद कोई आधिकारिक कार्रवाई नहीं की गई है। मैं अधिकारियों से इस मामले की जांच करने और निवासियों की सुरक्षा सुनिश्चित करने का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं अधिक विवरण प्रदान करने या अधिकारियों के साथ जाने को तैयार हूं।",अन्य
"मैं हडपसर में एक अजनबी द्वारा लगातार मेरे साथ हो रहे उत्पीड़न की रिपोर्ट करना चाहती हूं। यह 2 अगस्त को शुरू हुआ और तब से बंद नहीं हुआ है। कोई अजनबी दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करता रहता है। जब मैं बाजार से वापस आ रही थी तो मेरे घर के पास इस व्यक्ति ने फिर मेरे साथ दुर्व्यवहार किया। मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न
"मैं रिपोर्ट करना चाहती हूं कि मेरा जीजा मुझे व्हाट्सएप के जरिए ब्लैकमेल कर रहा है। कुछ दिन पहले से इस शख्स ने मेरी निजी तस्वीरें और जानकारी लीक करने की धमकी दी है. वे रुपये की मांग कर रहे हैं. सामग्री को सार्वजनिक न करने के बदले में 75,000 रु. मैंने पैसे देने से इनकार कर दिया है, जिसके बाद धमकियां और भी बढ़ गई हैं. इस ब्लैकमेल से मुझे गंभीर मानसिक तनाव और सामाजिक शर्मिंदगी का डर सता रहा है। मैंने सभी चैट वार्तालाप और स्क्रीनशॉट को साक्ष्य के रूप में सहेजा है। मैं साइबर अपराध विभाग से जांच करने और सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं यह सुनिश्चित करने के लिए पूरा सहयोग करने को तैयार हूं कि इस व्यक्ति को जवाबदेह ठहराया जाए।",ब्लैकमेल
मैं खराड़ी में अपने कार्यस्थल पर एक वरिष्ठ द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज करना चाहती हूं। 15 जुलाई से यह शख्स लगभग हर दिन मेरा पीछा कर रहा है. जब मैं बाज़ार से वापस आ रहा था तो मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा था। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।,स्टॉकिंग
