complaint,category
"I want to report an incident of eve teasing that happened in Baner. Around midnight, a man at the bus stop passed vulgar comments at me while I was walking. They also whistled and made inappropriate gestures towards me and my friend. When I tried to ignore them and walk away, they followed for some distance. This kind of behaviour has made me feel unsafe while commuting alone. Other women in the area have also faced similar harassment at the same spot. I request increased police patrolling in this area to prevent such incidents. I am ready to identify the individuals if a line-up or CCTV review is arranged.",Eve Teasing
"I want to file a complaint regarding stalking by an unknown person in Kalyan. Since 3rd of this month, this person has been following me almost every day. While i was returning from work, I noticed the same person waiting outside my house again. They also follow me to my workplace and wait near the gate. I have noticed the same vehicle following my auto-rickshaw multiple times. This constant following has made me extremely anxious and fearful for my safety. I request the police to investigate and stop this person from stalking me. I am willing to identify the person and provide further details if needed.",Stalking
"I want to report that my husband is blackmailing me using Telegram. Since for the past one month, this person has threatened to leak my private photos and information. They are demanding Rs. 20,000 in exchange for not making the content public. I have refused to pay, after which the threats have become more frequent. This blackmail has caused me severe mental stress and fear of social embarrassment. I have saved all the chat conversations and screenshots as evidence. I request the cyber crime department to investigate and take strict action. I am willing to cooperate fully to ensure this person is held accountable.",Blackmail
"I want to report that I am being harassed online through WhatsApp. An unknown user has been sending me abusive and threatening messages since last friday. They have also created a fake profile using my photos without my consent. This person is messaging my friends and relatives with objectionable content about me. I have tried blocking the account, but new fake accounts keep appearing. This online harassment is causing me a lot of stress and embarrassment. I request cyber crime cell to trace the account and take strict action. I can share screenshots and chat history as proof of the harassment.",Cyber Harassment
"I want to report the theft of my wife's handbag that happened in Borivali. The incident took place early this morning, near the main market area. When I realised it was missing, I immediately checked the surroundings but found nothing. I suspect it was stolen by someone who was following me for a while. The approximate value of the stolen item is around Rs. 12,000. I have already informed the local shopkeepers in case they noticed anything unusual. I request the police to investigate the matter and help recover my belongings. I am ready to provide any additional details or CCTV footage location if available.",Theft
"I want to report a broken streetlight and damaged footpath in Wakad causing safety issues. This problem has persisted for since the last two weeks without any repair work being done. Elderly people and children find it very difficult to walk safely in this area. During the rains, the area gets waterlogged, increasing the risk of falls. There have been a few incidents of people slipping and getting injured here. I along with other residents request immediate repair of this public infrastructure. This poses a continuous risk to pedestrians and vehicles passing through daily. I request quick action from the municipal authorities to resolve this matter.",Public Safety
"This is to report a theft incident involving household electronics in the Nagpur city locality. It occurred last night around 9 PM, when I had briefly stepped away from the spot. On returning, I found that my belongings had been taken by someone unknown. The estimated loss is approximately Rs. 1,00,000, which is a significant amount for me. There were a few people nearby, but no one noticed the theft taking place. I have checked with nearby shops and residents, but there is no lead yet. I request that the case be registered and investigated at the earliest. I am willing to cooperate fully with the investigation process.",Theft
"I want to report that I am being harassed online through Snapchat. An unknown user has been sending me abusive and threatening messages since 22nd june. They have also created a fake profile using my photos without my consent. This person is messaging my friends and relatives with objectionable content about me. I have tried blocking the account, but new fake accounts keep appearing. This online harassment is causing me a lot of stress and embarrassment. I request cyber crime cell to trace the account and take strict action. I can share screenshots and chat history as proof of the harassment.",Cyber Harassment
"Someone on an unknown phone number has been repeatedly sending me inappropriate messages and comments. This harassment began 22nd june and has increased in frequency recently. The person has also commented obscene things on my public posts. I tried to reason with them, but they continued with more vulgar messages. They also tagged my friends and family in embarrassing and false posts. I am extremely disturbed and unable to use social media peacefully anymore. I request that the account be tracked down and appropriate action be taken. I am attaching the necessary screenshots to support my complaint.",Cyber Harassment
"I want to report domestic violence I am facing from my mother-in-law at my residence in Vile Parle. The physical and mental abuse has continued for a few days ago. I am often beaten and verbally abused over small household matters. They have also threatened to throw me out of the house without any support. My children have witnessed these incidents, which has affected them badly. I have tried to resolve this peacefully, but the abuse continues to escalate. I request protection and legal action against those responsible for this abuse. I am ready to provide medical records and witness statements if required.",Domestic Violence
"I want to report an incident of eve teasing that happened in Nagpur city. On monday afternoon, a man at the bus stop passed vulgar comments at me while I was walking. They also whistled and made inappropriate gestures towards me and my friend. When I tried to ignore them and walk away, they followed for some distance. This kind of behaviour has made me feel unsafe while commuting alone. Other women in the area have also faced similar harassment at the same spot. I request increased police patrolling in this area to prevent such incidents. I am ready to identify the individuals if a line-up or CCTV review is arranged.",Eve Teasing
"I am filing a complaint regarding threats issued to me by an unidentified man residing in Camp area. The threats began 10th of last month after a minor dispute between us. They have threatened to attack me and damage my property if I speak up. This has caused significant fear and anxiety for me and my family members. I have avoided any confrontation, but the threats have continued regardless. Neighbours in the area are also aware of the tension and can confirm this. I request that appropriate legal action be taken to ensure my safety. Please treat this matter with urgency given the serious nature of the threats.",Threat
"I want to report that I am being harassed online through Facebook. An unknown user has been sending me abusive and threatening messages since on the 18th. They have also created a fake profile using my photos without my consent. This person is messaging my friends and relatives with objectionable content about me. I have tried blocking the account, but new fake accounts keep appearing. This online harassment is causing me a lot of stress and embarrassment. I request cyber crime cell to trace the account and take strict action. I can share screenshots and chat history as proof of the harassment.",Cyber Harassment
"I want to report the theft of my laptop bag that happened in Pimpri. The incident took place last week, near the main market area. When I realised it was missing, I immediately checked the surroundings but found nothing. I suspect it was stolen by someone who was following me for a while. The approximate value of the stolen item is around Rs. 20,000. I have already informed the local shopkeepers in case they noticed anything unusual. I request the police to investigate the matter and help recover my belongings. I am ready to provide any additional details or CCTV footage location if available.",Theft
"I want to report an incident of eve teasing that happened in Dadar. Early this morning, an unknown man passed vulgar comments at me while I was walking. They also whistled and made inappropriate gestures towards me and my friend. When I tried to ignore them and walk away, they followed for some distance. This kind of behaviour has made me feel unsafe while commuting alone. Other women in the area have also faced similar harassment at the same spot. I request increased police patrolling in this area to prevent such incidents. I am ready to identify the individuals if a line-up or CCTV review is arranged.",Eve Teasing
"I am filing a complaint regarding threats issued to me by a stranger residing in Thane. The threats began 10th of last month after a minor dispute between us. They have threatened to attack me and damage my property if I speak up. This has caused significant fear and anxiety for me and my family members. I have avoided any confrontation, but the threats have continued regardless. Neighbours in the area are also aware of the tension and can confirm this. I request that appropriate legal action be taken to ensure my safety. Please treat this matter with urgency given the serious nature of the threats.",Threat
"I want to report that I have received serious threats from a shopkeeper nearby in Shivaji Nagar. Since 15th july, this person has been threatening to harm me and my family. They have warned me of dire consequences if I do not comply with their demands. The threats have been made both in person and over phone calls. I am extremely worried about the safety of my family due to these threats. I have not responded to any of their demands, which has escalated their anger. I request police protection and immediate action against the person threatening me. I can provide call recordings and witness details to support this complaint.",Threat
"I want to report continuous harassment I am facing from my ex-partner in Hadapsar. It started 15th July and has not stopped since then. My ex-partner keeps passing insulting comments about me in front of others. Around midnight, this person again misbehaved with me near my house. I have asked them politely to stop, but they continue to trouble me. This is affecting my mental peace and I am scared to step out alone. I request the police to take strict action against the person responsible. I am ready to provide any further details required for the investigation.",Harassment
"I want to report domestic violence I am facing from my husband at my residence in Kalyan. The physical and mental abuse has continued for on the 18th. I am often beaten and verbally abused over small household matters. They have also threatened to throw me out of the house without any support. My children have witnessed these incidents, which has affected them badly. I have tried to resolve this peacefully, but the abuse continues to escalate. I request protection and legal action against those responsible for this abuse. I am ready to provide medical records and witness statements if required.",Domestic Violence
"I am filing this complaint against my husband and his family for continuous domestic abuse at home. Since 3rd of this month, I have been subjected to physical assault and harassment. I am also denied basic necessities and confined to the house without reason. There have been repeated threats of violence whenever I try to speak up. My relatives are aware of the situation and can testify to the abuse. I fear for my safety and the safety of my children living with me. I request immediate protection and appropriate legal action under the law. Kindly guide me regarding shelter and legal support available for my situation.",Domestic Violence
"I want to report a suspicious activity noticed in Nagpur city. Since 22nd june, unknown individuals have been gathering near the abandoned building at odd hours. Residents suspect some illegal activity may be taking place there at night. There have been loud noises and occasional arguments heard from the location. This has raised safety concerns among the families living nearby. No official action has been taken despite informing the local ward office. I request the authorities to investigate this matter and ensure resident safety. I am willing to provide further details or accompany officials if required.",Other
"I want to file a general safety complaint regarding noise and nuisance in Thane. For 22nd june, a nearby establishment has been operating loudly beyond permitted hours. This has disturbed the peace of the neighbourhood, especially for elderly residents and children. Repeated requests to the owners to reduce noise have been ignored. The situation escalates on weekends when the disturbance continues till late night. Several neighbours have joined together to raise this issue with local authorities. I request necessary action to ensure the noise levels are brought under control. Kindly look into this matter at the earliest for the well-being of residents.",Other
"I am reporting an eve teasing incident that occurred near Nagpur city bus stop. During my evening walk, a man at the bus stop started teasing me and passing lewd remarks. They also tried to click photographs of me without my permission. I confronted them, but they laughed it off and continued their behaviour. This is not the first time such incidents have happened at this location. Several other girls have complained informally about the same group. I request strict action and regular police presence to ensure women's safety. I am willing to assist with identification if the individuals are traced.",Eve Teasing
"I want to report a broken streetlight and damaged footpath in Wakad causing safety issues. This problem has persisted for on the 18th without any repair work being done. Elderly people and children find it very difficult to walk safely in this area. During the rains, the area gets waterlogged, increasing the risk of falls. There have been a few incidents of people slipping and getting injured here. I along with other residents request immediate repair of this public infrastructure. This poses a continuous risk to pedestrians and vehicles passing through daily. I request quick action from the municipal authorities to resolve this matter.",Public Safety
